,id,composition,Eg,V0,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51,V52,V53,V54,V55,V56,V57,V58,V59,V60,V61,V62,V63,V64,V65,V66,V67,V68,V69,V70,V71,V72,V73,V74,V75,V76,V77,V78,V79,V80,V81,V82,V83,V84,V85,V86,V87,V88,V89,V90,V91,V92,V93,V94,V95,V96,V97,V98,V99,V100,V101,V102,V103,V104,V105,V106,V107,V108,V109,V110,V111,V112,V113,V114,V115,V116,V117,V118,V119,V120,V121,V122,V123,V124,V125,V126,V127
665,40310,Rb2Rh1Au1F6,0.000199999999999978,-0.1425231695175171,-1.9477018117904663,-0.7003524899482727,-1.1603295803070068,-1.5272599458694458,-0.15956589579582214,0.2924961447715759,-0.1291903257369995,-0.9526360034942628,0.7235233187675476,2.9123568534851074,0.31760749220848083,-0.4887575507164002,-0.3671931624412537,-1.2088816165924072,-0.8010845780372621,0.593311607837677,1.8223289251327517,0.16935856640338898,-0.8585610389709473,0.17095917463302612,0.3900946378707886,-0.42676657438278204,0.5918307304382324,-0.37348031997680653,-0.22731539607048035,-0.8684385418891907,-1.0502418279647827,1.4807084798812866,-0.9365218877792358,1.4499595165252686,-0.2906486988067627,-0.4269859790802002,1.8758869171142576,1.0118633508682249,0.42749854922294617,-0.3673901259899139,0.29176005721092224,0.6319348216056824,0.19883286952972407,-1.4460124969482422,-0.5651459693908691,-1.2831356525421145,-0.820268452167511,-1.1530042886734009,0.07191772013902664,0.645558774471283,-0.7526172995567322,-0.2991459667682648,0.6377509832382202,1.2605366706848145,-0.5675374269485474,-2.153972864151001,0.7322277426719666,1.097936987876892,-0.5221518874168396,1.1064491271972656,-0.9118356704711914,-1.044003129005432,0.44175124168396,0.07336542010307312,0.8049643039703369,0.2479429841041565,-0.6139319539070129,-0.5399866104125977,0.3170521557331085,-0.8704368472099304,-0.8951819539070129,0.31600460410118103,-0.0980086550116539,-1.07716965675354,0.11081965267658234,0.9162413477897644,-1.1191074848175049,-0.5781947374343872,1.6126452684402466,-0.5054891705512999,-0.2788882851600647,0.14549735188484192,-0.2117329984903336,1.6955809593200684,0.7588955163955688,0.11091266572475432,-0.5074014663696289,-1.10595440864563,1.5504872798919678,1.365194320678711,0.0522863045334816,0.4338908493518829,-0.683194100856781,0.8856074213981628,-2.049062967300415,0.13822782039642334,-0.3687915802001953,0.3971988260746002,-1.1898188591003418,1.2217090129852295,-0.4596176147460938,1.3879735469818115,1.3248212337493896,1.0357213020324707,0.11655569076538085,0.8020487427711487,1.1121855974197388,-1.159602403640747,-0.17616954445838928,-0.08215150982141495,-0.27742308378219604,0.25886282324790955,-0.41713601350784296,-0.3520679473876953,0.8574799895286559,1.0793250799179075,-0.4608875811100006,1.7201199531555176,1.424547791481018,0.06234180927276611,-0.4716113209724426,-1.9604443311691284,1.0788382291793823,0.5988150238990784,0.17742003500461578,0.9128663539886476,0.4198225736618042,-0.5276492834091187,0.965591549873352,-0.2981841266155243,-0.7183135747909546
534,31099,Gd1Ag2,0.00029999999999974486,-0.054690372198820114,0.24617858231067655,-0.3234485387802124,-0.4163333773612976,-0.2817482948303223,0.0921158492565155,-1.162519454956055,-0.5504026412963867,0.7829771637916565,1.0105029344558716,-0.39376485347747797,-0.5692352056503296,-0.4835144281387329,0.12517523765563965,-0.4767664670944214,-0.8277977108955383,0.594443678855896,0.4326361119747162,-0.4651316404342651,0.6384961605072021,0.09977242350578308,-0.2117639482021332,0.22363701462745667,-0.7980602383613586,-0.613844633102417,1.1595659255981443,0.5116131305694579,0.3151078820228577,-0.30042171478271484,0.1885370910167694,1.877237319946289,0.5305998325347899,-0.29970526695251465,-0.4778411388397217,1.0284812450408936,0.04153403639793396,-0.6369362473487854,0.18044394254684448,-0.5963507294654846,-0.2148350179195404,0.2914041578769684,0.4843527674674988,0.10091806948184967,-0.4645587205886841,-1.0308370590209959,0.3679743111133576,0.03121663257479668,-0.3438467383384705,0.560714840888977,-0.7634673118591309,-0.3657534718513489,0.29032236337661743,0.3859000504016876,-0.26916059851646423,-0.13883903622627258,0.5568682551383972,-0.4911266267299652,-0.325877457857132,1.108925461769104,0.1913375556468964,-0.5781497955322266,-0.00588688999414444,1.0548665523529053,0.4472908675670624,0.332412451505661,-0.16470354795455933,-0.014767087996006012,0.24117401242256165,0.4834107458591461,-0.2690168917179108,-0.8020257353782654,0.4054130911827088,0.1806676685810089,-0.08047138899564743,0.5259362459182739,-0.020124271512031555,-0.4640905857086182,-1.2001968622207642,-0.2710193991661072,-0.8179818987846375,-0.2655830383300781,-0.4826682806015015,0.4189593195915222,-1.5912843942642212,-0.07480385899543762,-1.14248788356781,0.12749500572681427,-0.4168301820755005,0.0035391449928283687,0.8741428852081299,-0.012004040181636809,-0.5347253084182739,-0.5519701242446899,0.16657759249210358,-0.4707319438457489,-1.337991714477539,0.08222334086894989,-0.2055777907371521,-0.26301729679107666,0.7479356527328491,0.04360979050397873,-0.4511834681034088,0.4682120680809021,-0.5181936621665955,-0.3466346263885498,1.399136304855347,0.060372807085514076,0.5382338762283325,-0.6057896018028259,-0.03905729204416275,0.1329837590456009,-0.5632100105285645,0.26653969287872314,-0.7918030619621277,0.7751003503799438,1.1593135595321655,-0.4639988541603088,0.4432241916656494,0.27281105518341064,-0.9951857328414916,-0.4566813409328461,-0.013149365782737732,0.6641888618469238,-1.304656744003296,-0.10180974006652832,0.4776711761951447,0.11053621023893356,0.1227588802576065
166,30545,Sr2Li1Ir1,0.000399999999999956,0.026825383305549618,-1.216726779937744,-1.6628302335739136,-0.9881901741027832,-0.1877892017364502,-0.008987635374069214,-0.37590354681015015,0.2887986302375793,-0.0633779987692833,-0.13800989091396332,1.375383377075195,0.7907769083976746,0.29250818490982056,-0.664813756942749,-1.8280954360961916,-0.14406171441078186,0.22694845497608185,0.9388171434402466,-1.2632832527160645,0.4199647307395935,-0.0070987027138471595,-0.12373962253332138,-0.6913194060325623,-0.20197445154190066,-0.008367419242858887,1.8345590829849243,0.06432776898145676,0.7798606157302856,0.17899304628372192,-0.5667523741722107,-0.5403569340705872,-0.4857221841812134,-0.4501882791519165,-0.06858453899621964,0.6240218877792358,0.15893632173538208,-0.6085886955261229,0.3770066201686859,0.5046659708023071,1.064727783203125,0.06432493776082993,-1.282659888267517,-0.4746191203594208,0.13668741285800934,-0.2562818825244904,-1.0216116905212402,1.0436980724334717,0.3463670611381531,0.2380443513393402,0.22984535992145536,0.4805316925048828,-0.351597398519516,-0.3456313908100128,-0.04509828984737396,-0.27410686016082764,-1.0981583595275881,-0.2384568750858307,0.6316927671432495,-0.3840105831623077,-0.08526889979839325,0.4840599000453949,1.0167834758758545,-0.571221649646759,0.14499951899051666,-0.19701728224754333,-0.4923043251037598,-0.3708317279815674,0.8727573156356812,0.6395866870880127,-1.0512323379516602,0.2002225369215012,-0.8700923323631287,0.8472785949707031,-0.4855926334857941,0.12977342307567594,0.4579598307609558,-0.2100459486246109,-0.9054058790206908,0.21572786569595334,-1.2426857948303225,-0.2873188853263855,-0.10885228216648102,1.181825041770935,-0.7372312545776367,-0.5799187421798706,-0.26660633087158203,-0.2692373991012573,0.01575930416584015,0.2810722887516022,-0.8271132111549377,0.5896565914154053,-0.5720794796943665,0.2178628146648407,-0.9639252424240112,0.2348344177007675,-0.6815114021301271,-0.15573135018348694,-0.4240577816963196,0.02912348508834839,1.703165054321289,0.4944263100624085,0.7612174749374391,0.21817445755004886,-0.2835218906402588,-0.426862895488739,-0.5652456879615784,-0.6516603827476501,-0.1870482563972473,-0.6855449676513672,-0.2375363409519196,0.18460309505462646,-0.06516053527593613,1.100885033607483,-0.2686784863471985,0.9139406681060792,1.8540210723876955,-0.5159173607826233,0.8503489494323729,0.03317447006702423,-0.20468315482139587,-0.4275519549846649,0.2970845103263855,-0.16783636808395386,-0.2941737771034241,0.8217259645462036,0.06456734240055084,-0.10289880633354187,-0.4738592207431793
310,28289,Eu1In2Rh1,0.000600000000000378,0.21062414348125455,0.35715991258621216,0.14966514706611633,-0.4405942261219025,-0.9855024814605712,0.316399484872818,-1.293779969215393,-0.8992140889167786,0.2403763234615326,-0.11026996374130248,0.1899741142988205,-0.06661006808280945,0.09059438109397888,0.13249969482421875,-0.5733826160430908,-0.2721643149852753,-0.03874872252345085,1.7638630867004397,-0.5022960305213928,2.065027236938477,-0.9883004426956176,-0.1015506386756897,0.4346935153007507,-0.260393887758255,-0.21865323185920715,0.7135190367698669,0.5441334247589111,0.4987198412418366,0.8996778726577759,-0.3911182880401611,0.971114993095398,0.4809807538986206,0.22705133259296414,-0.372247576713562,1.4511958360671997,0.5452792048454285,-1.2362947463989258,0.6824848055839539,0.6518949866294861,-0.6486493349075317,-0.161899596452713,-0.3474251627922058,0.4989033639431,0.024333447217941284,-1.1499348878860474,-0.18476629257202148,-0.934575617313385,-0.6480657458305359,0.44027236104011536,-0.8660579323768616,-0.221853569149971,-0.013047251850366592,0.8288070559501648,-0.05053383111953736,-0.28991931676864624,-0.022721409797668457,0.06591200828552246,-0.4997279942035675,0.7710563540458679,0.3233959078788757,-0.35372790694236755,0.2692092657089233,0.9651178121566772,0.9766709208488464,0.2664265036582947,-0.25461697578430176,-0.2985212206840515,0.045442264527082436,1.251215577125549,0.112088643014431,-1.2576022148132324,0.4987891912460327,-0.014401048421859741,-0.5384665131568909,0.5751324892044067,-0.5488885045051575,0.5690193176269531,-0.057661652565002434,-0.5630768537521362,0.9740775823593141,0.5155870914459229,0.15313009917736053,1.106292486190796,-0.7092487812042236,0.22239047288894653,-0.4834418296813965,0.5242754220962524,-1.4669294357299805,-0.2734241783618927,-0.7762784957885742,-0.3373229503631592,-0.6944098472595215,0.16068679094314575,-0.5612219572067261,-1.7230943441390991,-2.111846685409546,0.3226412534713745,-0.4042892158031464,-0.8504322171211243,1.1173893213272097,0.22468602657318115,-0.3486488163471222,0.1480417102575302,0.04127705097198486,0.4053723812103272,0.570885956287384,0.4267006814479828,0.02834450453519821,0.04674480855464935,0.01946922391653061,0.3933834135532379,0.4473728537559509,1.6129411458969116,-0.5590205788612366,-0.4878148436546326,0.3272634744644165,-0.33922404050827026,-0.08737006038427353,0.3379037380218506,-0.9565243124961852,-0.3204917013645172,0.37407124042510986,1.5482096672058103,-0.2581489086151123,0.4869405329227448,0.6378660202026367,-0.6305884122848511,0.06521818786859512
404,21230,Na1Zr1Cu1Te3,0.0009999999999994458,0.2352694422006607,0.819037139415741,-0.5523398518562317,1.5473318099975586,-0.9541512727737428,0.1550855189561844,-0.8980267643928528,0.7057688236236572,-0.2101883590221405,0.7062370181083679,0.7587739825248718,-0.684889554977417,-0.13448204100131989,-0.2489968240261078,-0.2425082623958588,0.5569904446601868,-0.8676257729530334,1.356937050819397,-0.4092926979064941,0.11135480552911757,0.37170150876045227,0.466410368680954,0.5038958191871643,-0.7450469732284546,1.1805415153503418,-0.20723214745521545,-0.1199764683842659,0.31938648223876953,-0.4856481552124024,-0.30622440576553345,-0.7171008586883545,0.1165580302476883,1.14479660987854,1.1487661600112915,-0.09809394180774687,1.2976176738739014,-0.3306887745857239,0.8583242297172546,1.204893708229065,-0.9337474703788756,-0.7152864336967468,-0.7541250586509705,0.5855168700218201,0.13929696381092072,-0.08273789286613464,-0.9168590903282166,-0.22131794691085813,-0.050607502460479736,-1.2333647012710571,-0.5698116421699524,1.100030779838562,-1.0029996633529663,0.3328023850917816,-0.8777937293052673,-0.005409292876720429,-0.809014618396759,-0.3999406397342682,-1.199737548828125,0.7916812896728516,0.03960487991571426,-0.17037621140480042,0.2598908245563507,0.84173184633255,0.5140677094459534,-0.31565073132514954,-0.21428608894348145,0.7157458066940308,-1.4534491300582886,0.982874870300293,0.30590158700942993,-0.24584197998046875,-1.12568998336792,1.0338886976242063,-1.1622198820114136,-0.3675614297389984,0.039164476096630096,-0.8171586394309998,-0.7566881775856018,0.25694555044174194,-0.8767489194869995,-0.8743594288825989,-0.4688206911087036,0.7446317672729492,-0.7185692787170409,0.01845894008874893,-0.9262679815292358,-0.054721102118492126,1.7834384441375732,0.6484583616256714,0.4131026566028595,-0.6285578608512878,0.43560463190078735,-0.1302516758441925,0.33570003509521484,1.6301114559173584,-1.1827771663665771,-0.13606184720993042,-0.18835029006004333,-0.22242438793182373,0.3793981075286865,0.26053833961486816,-0.02460378408432007,0.23352843523025515,0.2371230572462082,0.15162155032157898,0.21301239728927607,-0.35955771803855896,0.7062985897064209,-0.5230411291122437,-0.06099649518728256,0.21884554624557492,-1.3041499853134155,0.8462761640548706,-1.486222505569458,0.3720919191837311,0.19498835504055026,0.5635089874267578,0.512692391872406,-0.5910114645957947,-0.2568776607513428,-2.009954929351806,0.26999491453170776,-0.5327476263046265,-0.1576893925666809,0.5561262369155884,-1.505115985870361,0.8048164844512941,1.1938358545303345
351,33108,Rb2Cd3Sn1As4,0.001100000000000101,-0.06848827749490738,0.937595546245575,-0.9172331690788268,-0.3277566730976105,0.22256138920784,-0.15393732488155365,-2.348963737487793,-0.2245386242866516,-0.7105333805084229,0.6808831691741943,2.555043935775757,1.6342277526855469,-1.6544166803359983,1.1314226388931274,-1.1779074668884275,-0.5948585271835327,0.4989355206489563,0.7357906699180603,-0.4215698838233948,1.4600039720535278,-0.5326521992683411,-0.43843162059783936,-0.8492287397384644,0.5003734230995178,0.047963805496692664,0.6370857357978821,-0.4564075171947479,0.7241215705871582,0.23762451112270355,0.6382924914360046,-0.8434087038040161,0.4561886787414551,-0.2685020267963409,-0.6135118007659912,0.981094479560852,-0.7118093967437744,1.4145754575729368,-0.6087887287139893,0.15210802853107452,0.32065895199775696,-0.012567438185214995,0.8115206956863403,-0.40779232978820795,0.34167325496673584,-0.855387806892395,0.1190297082066536,0.026261940598487854,-0.28872400522232056,0.5025231838226318,0.5455527305603027,-0.3109636902809143,-0.03075708076357841,-1.0767797231674194,0.8029876947402954,0.3371902704238892,-0.0380476713180542,-0.5805356502532959,0.5858911275863647,-1.3878308534622192,-0.04057600349187851,-1.2011438608169556,-0.8208761215209961,0.4249525666236877,0.2763349711894989,0.7546502947807312,0.0918755903840065,0.06970784813165665,0.273019015789032,0.10743217170238496,0.056559257209301,-1.717601299285889,0.04131640493869782,0.07774341106414795,-0.39088115096092224,0.9117183685302734,0.1897310316562653,-1.271336555480957,-0.8144986033439636,1.165671706199646,-0.9080565571784972,0.21500340104103088,0.0962384045124054,0.003094315528869629,-0.8001580238342285,-0.2573781013488769,-0.926099181175232,0.9669695496559144,-1.2437304258346558,0.4203641712665558,-1.0081871747970579,0.7159938216209412,-0.8666810393333435,-0.15645034611225128,-0.2331734150648117,0.5140028595924377,-0.02700966224074364,0.9218108654022216,0.08444657921791078,0.02466206252574921,1.7002102136611938,1.8796961307525637,0.5840187668800354,-0.9398996829986572,0.3749462962150574,0.29583117365837097,0.363597184419632,0.6517705321311951,-0.5155078172683716,-0.3356778025627136,0.4436132609844208,0.1810121387243271,0.6083260178565979,0.6461231708526611,-0.2010733038187027,1.3775546550750732,0.8973464965820312,-0.9989526271820068,1.12932288646698,-1.4098771810531616,-0.6771441698074341,-1.5959628820419312,-0.13224896788597107,1.6372698545455933,-1.557278394699097,-0.27299419045448303,0.3547891080379486,-0.3015686571598053,-0.10446695238351822
782,20309,Al2Tc1Rh1,0.0015000000000000568,-1.0727611780166626,0.012740075588226318,1.0056128501892092,-0.45704185962677,-1.3544481992721558,0.7609869241714478,1.0653742551803589,-0.5437304973602295,0.11686793714761735,-0.3519827127456665,1.1051946878433228,-0.8799559473991394,1.0043233633041382,-1.4591017961502075,-0.9247810840606691,0.11341127008199693,1.4771349430084229,1.9478316307067869,-0.08094177395105362,1.1353784799575806,-0.4259169101715088,0.3936572968959808,-0.2936386168003082,0.8647247552871704,0.5087512135505676,-0.15089544653892514,0.5810081362724304,1.0580658912658691,1.6441788673400881,-2.094214916229248,-0.21261194348335266,0.5739129781723022,-1.1281189918518066,0.497920036315918,-0.02373660728335381,0.7296892404556274,-0.4777410924434662,0.7521952986717224,0.16607998311519626,0.030364252626895905,0.9644182920455932,0.0144214928150177,-0.09969674795866013,0.09743191301822662,0.4781140089035034,-0.4217582643032074,0.16473817825317386,0.2028605341911316,-1.7351670265197754,-0.767043948173523,-0.056670129299163825,-0.7946585416793823,0.5140304565429688,-0.7604600191116333,0.0340656042098999,-1.2872016429901123,-0.8041684031486511,-1.640541672706604,0.3269018828868866,0.5075116753578186,-0.2558241486549377,0.743480384349823,1.3573235273361206,-1.845804214477539,0.3128649294376373,0.5655841827392578,-0.5012485980987549,-0.8901254534721375,-0.6489393711090088,-0.5193347930908203,-0.16979756951332092,-0.18983377516269684,0.6642984747886658,-0.24497047066688535,1.3276039361953735,0.8909491896629333,0.9114689826965332,-0.11268676817417145,-0.3477805256843567,-0.033994726836681366,0.7895059585571289,-0.43366020917892456,1.150259494781494,-0.5483381748199463,-0.029607154428958893,0.08792856335639954,1.0299760103225708,-0.8841180801391602,0.6734623908996582,0.01096024364233017,0.6836981773376465,-0.9685907363891602,-0.5683444738388062,0.7880629301071167,-0.3389904499053955,-0.13530516624450686,1.2879362106323242,-1.1405019760131836,-0.9890553951263428,0.2842360734939575,-0.3857656121253967,0.2690523862838745,0.5323342084884644,0.2419554442167282,0.5067852735519409,0.9320961236953736,0.4739325940608978,1.0488606691360474,1.170642971992493,0.3549491465091705,-0.5523059368133545,-0.08754290640354156,1.183213710784912,1.6552380323410034,-0.13893769681453705,0.7141436338424683,0.6179354190826416,-1.5977811813354492,-0.3063472509384155,-0.2994067966938019,-0.31770676374435425,1.0435945987701416,-0.6493822336196899,-0.8303409218788147,-0.15142056345939636,0.8299721479415894,0.02866066247224808,1.1022489070892334
169,32781,Ca1Ga2As2,0.002000000000000224,-1.0240813493728638,-0.4504563808441162,-0.4384711086750031,-0.5527985692024231,-0.9008443355560304,0.2327537089586258,-1.4457002878189087,-0.7416681051254272,1.2622894048690796,0.8215357661247253,1.7542157173156738,-0.2877135872840881,0.941695749759674,-0.3891218304634094,-0.515300452709198,0.41024503111839294,0.8192885518074036,0.10448506474494934,0.723951518535614,0.08674991875886917,0.2519414722919464,1.3674014806747437,0.623120129108429,0.1286567598581314,0.5179051160812378,0.3233122229576111,0.3811666369438171,0.4355863928794861,-0.6825194358825684,-0.09732264280319214,0.4447698593139648,-0.6057697534561157,-0.7902879118919373,-1.0976407527923584,1.6440584659576416,-0.07808481156826019,-0.1424332857131958,-0.8508569598197937,0.07529361546039581,-1.1021199226379397,0.16240447759628296,-0.30152276158332825,-0.34636390209198,0.4537385106086731,0.799846351146698,0.6604554653167725,-2.1941993236541752,1.4115750789642334,0.05407559871673584,0.7168142199516296,-0.8736749887466431,-0.07033294439315796,-1.17236065864563,-0.2697685956954956,0.7228610515594482,1.2069616317749023,0.02822558395564556,-0.6697196960449219,0.6176835894584656,0.8113636970520021,-1.3785223960876465,-0.2302100658416748,-1.1718100309371948,0.08394928276538849,0.17677128314971924,0.027167610824108124,0.9066145420074464,-0.8502832651138306,0.3189511597156525,-0.7993196249008179,-0.15540069341659546,-1.2188180685043335,0.22404196858406067,-0.3807208240032196,0.5272917747497559,-1.20692777633667,0.06793126463890076,0.6629986166954039,0.0015424862504005432,0.9445189833641052,-0.3697599768638611,0.8950894474983215,0.4529959559440613,-1.029742956161499,-0.2606505751609802,0.24505755305290225,0.1955198347568512,-0.05472134053707123,0.03198614716529846,-0.24650588631629944,0.6076100468635559,-0.954811990261078,0.9147212505340576,0.21889986097812653,1.2124388217926023,-0.1279487907886505,0.16986864805221558,-0.016764402389526367,0.9300056099891664,0.34503066539764404,-0.03643589466810226,0.5237277150154114,-1.5049107074737549,-0.20606014132499692,-0.2355249673128128,-0.35659971833229065,0.620273768901825,1.2870328426361084,-0.5085916519165039,1.5665427446365356,0.13738813996315002,-1.3780522346496582,0.9130634069442748,-1.3942126035690308,-0.4432279169559479,0.2670457363128662,-0.1737479269504547,-0.9195520877838136,0.5575634241104126,-1.2352570295333862,-1.2051193714141846,1.9265936613082888,0.7953096032142639,-0.1916049122810364,-0.003198191523551941,0.1060006022453308,0.7096534967422485,-0.6878611445426941
409,28833,Nd3Sb4Pt7,0.002200000000000202,-0.17259208858013153,-0.8055338263511658,-1.0435898303985596,0.6948900818824768,0.7193187475204468,0.2645275592803955,-0.1174001842737198,-0.6259400248527527,0.3944379985332489,0.35768061876297,-0.3685125708580017,0.1612672358751297,-0.34331417083740234,0.4673072993755341,-0.2572935223579407,-0.4664405584335327,0.042856752872467034,0.12710629403591156,-1.2370963096618652,0.29550355672836304,-1.6078481674194336,0.4689346849918366,0.26677343249320984,-0.6596949696540833,-0.8037199974060059,-1.0155738592147827,0.9044076204299928,-0.3193746507167816,0.4891276955604553,-0.2910540401935577,-0.8834400773048401,-0.3556124567985535,0.35308390855789185,1.0756275653839111,0.0508924312889576,-0.24110007286071775,-0.02257904782891273,1.3387041091918943,0.5578295588493347,-0.1731400191783905,-0.9635512828826904,1.9282690286636357,0.317306250333786,1.0725013017654421,-1.6123193502426147,-0.3201152980327606,-1.596101999282837,1.2013132572174072,-0.5221463441848755,0.08628024160861969,0.332051157951355,-0.9576352834701538,-0.5315716266632079,-0.03856964409351349,-0.14608094096183774,0.2126852869987488,-0.2146322727203369,0.030644208192825317,-0.7862522602081299,0.4984749555587769,-0.4633316695690155,-0.6149324774742126,1.4618369340896606,0.6404716372489929,-0.11695220321416855,-0.7877071499824524,0.1924743354320526,-1.0677592754364014,0.7358946800231934,-0.6693007946014404,-0.033964261412620544,-2.1395618915557857,-0.17445525527000427,-0.2707272469997406,-0.2644331455230713,0.7516100406646729,-1.9084506034851076,0.7202003598213196,-0.8826737403869629,-0.6535414457321167,-0.33302709460258484,-1.506303787231445,0.989319920539856,-1.6893689632415771,-1.2471519708633425,-0.8837795257568359,1.6622605323791504,0.9274845123291016,0.6281377077102661,-1.1608822345733645,1.071895956993103,0.3170611262321472,1.297890067100525,-0.7056261897087097,-0.030767126008868217,-2.552387952804565,-0.11453166604042052,-0.1281454861164093,1.0099860429763794,-0.38909584283828735,-0.30108827352523804,0.0011762082576751711,0.004703618586063385,0.7647185325622559,0.8435664176940918,-0.1009645164012909,-0.7907050251960754,-0.16155719757080078,-0.10528253763914107,1.2419650554656982,0.11263549327850343,0.17169617116451266,0.05158092826604843,0.01309502311050892,1.4055616855621338,-0.4574781656265259,-0.3898446559906006,-1.0981004238128662,0.6589460968971252,-0.5628679990768433,-1.2033700942993164,1.4296064376831057,0.3396759331226349,-1.0614457130432131,0.6110624074935913,-0.8633449077606201,0.8028998374938965,-0.17862984538078308
923,14732,Pu1Si2Rh2,0.002400000000001512,-0.5748533606529236,-0.6987737417221069,0.6349061131477356,-0.5989380478858948,-0.7640663981437683,0.31492483615875244,0.7123458981513977,-0.5537299513816833,0.369967520236969,-0.21022289991378784,0.2074938863515854,0.1858240365982056,0.38477182388305664,-0.9986099600791932,-0.9315209984779358,-0.3822901844978333,0.8673807978630066,0.5012661218643188,-0.8377826809883118,-0.06170375645160675,0.08570262044668198,-0.4571968019008637,0.2551528811454773,-0.034306444227695465,-0.4357430338859558,-0.10634621977806093,-0.16248580813407898,0.18779537081718445,0.04383551329374314,-0.7692124247550964,0.3345012664794922,-0.20352530479431152,-0.9047845005989076,0.2673318982124329,0.5279832482337952,0.6183387041091919,0.24552848935127256,0.5736793279647827,0.036380447447299964,-0.6445015668869019,0.29973024129867554,0.030757457017898563,0.730087399482727,-0.3319929838180542,-0.8816657066345215,-0.4606619775295258,0.1451827436685562,-0.1027047038078308,-1.190159559249878,0.6522811055183411,0.3626760244369507,-0.1653178185224533,0.04091671109199524,-0.7998930215835571,-0.8673827648162842,-0.07685533165931703,-0.4724433720111847,0.2676164209842682,-0.5094361305236816,0.25640591979026794,-0.4004732370376587,-0.3220211267471313,0.9909560084342957,-0.36470150947570795,0.35637375712394714,-0.510513424873352,0.3290113210678101,-0.16691093146800995,-0.05269654095172882,-0.1172059029340744,0.18342776596546173,-0.09468455612659454,0.006396166980266571,0.3872168362140656,0.5169011354446411,0.06556489318609238,-0.02206192910671234,-0.7463471293449402,-0.7653255462646484,-0.013573918491601944,0.04205372929573059,0.22426073253154755,0.6346784830093384,-0.4982062578201294,0.2698984444141388,0.12022101879119873,1.0383024215698242,-0.1846189945936203,-0.8958717584609985,0.6788021922111511,0.5854727029800415,-0.3712358772754669,-0.3965725302696228,0.4726654291152954,0.4370918869972229,-0.5973939299583435,0.5776290893554688,-0.8167762756347656,-0.3638964891433716,0.2594020962715149,0.5238463878631592,0.26772528886795044,0.8032245635986328,0.016696125268936157,-0.5247933864593506,0.4944830238819122,-0.17306412756443024,0.8158364295959473,0.01406177878379822,-0.25964024662971497,-0.07575054466724396,-0.4991390705108642,0.22171694040298465,0.18787838518619535,0.8945235610008241,0.34228891134262085,-0.5343916416168213,-1.3214235305786133,0.7422704696655273,-1.3202614784240725,-0.17800486087799072,0.588797390460968,-0.1962769329547882,0.18689335882663727,0.0037107467651367188,0.511942446231842,1.1392607688903809,0.3648264110088349
